datetime,date,hour,weekday,weekday_name,is_weekend,month,store,store_type,product,category,unit_price,quantity,total_price,customer_id,temperature,is_loyalty
2024-01-21 18:00:00,2024-01-21,18,6,Sunday,1,1,Uptown,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,1629,3.4,1
2024-01-21 18:00:00,2024-01-21,18,6,Sunday,1,1,Downtown,Drive-Thru,Iced Latte,Cold,4.5,3.0,13.5,3009,8.4,1
2024-01-21 18:00:00,2024-01-21,18,6,Sunday,1,1,Midtown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,4211,4.5,1
2024-01-21 19:00:00,2024-01-21,19,6,Sunday,1,1,Uptown,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,3132,14.2,0
2024-01-21 19:00:00,2024-01-21,19,6,Sunday,1,1,Uptown,Mall,Tea,Hot,2.5,1.0,2.5,3224,8.3,0
2024-01-21 19:00:00,2024-01-21,19,6,Sunday,1,1,Midtown,Standalone,Cold Brew,Cold,4.0,1.0,4.0,4618,9.7,0
2024-01-21 19:00:00,2024-01-21,19,6,Sunday,1,1,Midtown,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,2202,7.3,0
2024-01-21 20:00:00,2024-01-21,20,6,Sunday,1,1,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,3299,-3.4,1
2024-01-21 20:00:00,2024-01-21,20,6,Sunday,1,1,Downtown,Mall,Latte,Hot,4.0,1.0,4.0,3739,12.4,0
2024-01-22 06:00:00,2024-01-22,6,0,Monday,0,1,Suburb-West,Standalone,Cold Brew,Cold,4.0,3.0,12.0,4927,9.2,0
2024-01-22 06:00:00,2024-01-22,6,0,Monday,0,1,Suburb-East,Drive-Thru,Latte,Hot,4.0,2.0,8.0,2580,-4.5,0
2024-01-22 07:00:00,2024-01-22,7,0,Monday,0,1,Midtown,Standalone,Espresso,Hot,3.0,1.0,3.0,4732,27.7,0
2024-01-22 07:00:00,2024-01-22,7,0,Monday,0,1,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,3.0,10.5,2993,3.7,0
2024-01-22 07:00:00,2024-01-22,7,0,Monday,0,1,Uptown,Mall,Frappuccino,Cold,5.0,3.0,15.0,3104,-3.0,0
2024-01-22 07:00:00,2024-01-22,7,0,Monday,0,1,Uptown,Drive-Thru,Espresso,Hot,3.0,2.0,6.0,3567,18.3,0
2024-01-22 08:00:00,2024-01-22,8,0,Monday,0,1,Uptown,Drive-Thru,Tea,Hot,2.5,2.0,5.0,4422,-1.2,0
2024-01-22 08:00:00,2024-01-22,8,0,Monday,0,1,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,4059,0.8,0
2024-01-22 08:00:00,2024-01-22,8,0,Monday,0,1,Suburb-East,Mall,Frappuccino,Cold,5.0,1.0,5.0,1155,31.6,0
2024-01-22 08:00:00,2024-01-22,8,0,Monday,0,1,Uptown,Mall,Iced Latte,Cold,4.5,3.0,13.5,3285,0.2,0
2024-01-22 09:00:00,2024-01-22,9,0,Monday,0,1,Midtown,Standalone,Tea,Hot,2.5,1.0,2.5,2589,10.4,0
2024-01-22 09:00:00,2024-01-22,9,0,Monday,0,1,Suburb-East,Mall,Frappuccino,Cold,5.0,1.0,5.0,1069,7.4,0
2024-01-22 09:00:00,2024-01-22,9,0,Monday,0,1,Suburb-West,Mall,Espresso,Hot,3.0,1.0,3.0,3627,15.7,1
2024-01-22 09:00:00,2024-01-22,9,0,Monday,0,1,Suburb-West,Standalone,Espresso,Hot,3.0,1.0,3.0,3870,9.4,1
2024-01-22 09:00:00,2024-01-22,9,0,Monday,0,1,Suburb-West,Standalone,Latte,Hot,4.0,1.0,4.0,2187,24.2,1
2024-01-22 10:00:00,2024-01-22,10,0,Monday,0,1,Suburb-West,Standalone,Latte,Hot,4.0,3.0,12.0,2153,17.0,1
2024-01-22 10:00:00,2024-01-22,10,0,Monday,0,1,Suburb-East,Standalone,Tea,Hot,2.5,1.0,2.5,4367,8.7,0
2024-01-22 10:00:00,2024-01-22,10,0,Monday,0,1,Uptown,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,1558,18.3,1
2024-01-22 10:00:00,2024-01-22,10,0,Monday,0,1,Midtown,Drive-Thru,Cappuccino,Hot,4.5,1.0,4.5,2220,-18.2,0
2024-01-22 11:00:00,2024-01-22,11,0,Monday,0,1,Midtown,Mall,Espresso,Hot,3.0,3.0,9.0,3267,15.8,1
2024-01-22 11:00:00,2024-01-22,11,0,Monday,0,1,Downtown,Standalone,Espresso,Hot,3.0,1.0,3.0,1020,0.3,0
2024-01-22 11:00:00,2024-01-22,11,0,Monday,0,1,Suburb-West,Drive-Thru,Latte,Hot,4.0,2.0,8.0,2248,-8.8,0
2024-01-22 11:00:00,2024-01-22,11,0,Monday,0,1,Midtown,Drive-Thru,Cold Brew,Cold,4.0,2.0,8.0,2690,26.0,1
2024-01-22 11:00:00,2024-01-22,11,0,Monday,0,1,Uptown,Standalone,Cappuccino,Hot,4.5,2.0,9.0,1753,26.3,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Uptown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,1742,19.8,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Downtown,Standalone,Hot Chocolate,Hot,3.5,1.0,3.5,3640,2.5,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Downtown,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,1402,16.0,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Suburb-East,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,2462,4.1,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Uptown,Mall,Latte,Hot,4.0,1.0,4.0,2167,5.8,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,2845,23.6,0
2024-01-22 12:00:00,2024-01-22,12,0,Monday,0,1,Midtown,Standalone,Cappuccino,Hot,4.5,3.0,13.5,3316,20.5,0
2024-01-22 13:00:00,2024-01-22,13,0,Monday,0,1,Suburb-East,Mall,Cappuccino,Hot,4.5,3.0,13.5,1019,14.4,0
2024-01-22 13:00:00,2024-01-22,13,0,Monday,0,1,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,4441,4.5,0
2024-01-22 14:00:00,2024-01-22,14,0,Monday,0,1,Midtown,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,2895,18.6,0
2024-01-22 15:00:00,2024-01-22,15,0,Monday,0,1,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,1719,19.8,0
2024-01-22 17:00:00,2024-01-22,17,0,Monday,0,1,Midtown,Standalone,Cappuccino,Hot,4.5,1.0,4.5,4650,-0.1,0
2024-01-22 17:00:00,2024-01-22,17,0,Monday,0,1,Downtown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,4654,18.6,0
2024-01-22 18:00:00,2024-01-22,18,0,Monday,0,1,Downtown,Mall,Tea,Hot,2.5,3.0,7.5,4150,19.6,0
2024-01-22 18:00:00,2024-01-22,18,0,Monday,0,1,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,3226,-11.4,1
2024-01-22 18:00:00,2024-01-22,18,0,Monday,0,1,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,3.0,13.5,2498,15.3,0
2024-01-22 19:00:00,2024-01-22,19,0,Monday,0,1,Midtown,Mall,Cappuccino,Hot,4.5,3.0,13.5,2903,8.7,0
2024-01-22 19:00:00,2024-01-22,19,0,Monday,0,1,Suburb-East,Mall,Frappuccino,Cold,5.0,2.0,10.0,3056,13.3,0
2024-01-22 19:00:00,2024-01-22,19,0,Monday,0,1,Suburb-West,Standalone,Cappuccino,Hot,4.5,1.0,4.5,4101,17.1,0
2024-01-22 20:00:00,2024-01-22,20,0,Monday,0,1,Uptown,Drive-Thru,Cappuccino,Hot,4.5,3.0,13.5,3319,10.1,1
2024-01-22 20:00:00,2024-01-22,20,0,Monday,0,1,Uptown,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,4846,-4.0,0
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Suburb-East,Mall,Cold Brew,Cold,4.0,1.0,4.0,1257,10.1,0
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Downtown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,3121,15.6,1
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Suburb-East,Mall,Hot Chocolate,Hot,3.5,3.0,10.5,4759,0.8,0
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Downtown,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,1422,25.9,1
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Midtown,Mall,Iced Latte,Cold,4.5,1.0,4.5,3370,5.3,0
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Suburb-East,Mall,Tea,Hot,2.5,2.0,5.0,2496,24.6,0
2024-01-23 06:00:00,2024-01-23,6,1,Tuesday,0,1,Suburb-West,Mall,Iced Latte,Cold,4.5,2.0,9.0,2541,11.6,1
2024-01-23 07:00:00,2024-01-23,7,1,Tuesday,0,1,Suburb-West,Standalone,Tea,Hot,2.5,1.0,2.5,2445,25.7,1
2024-01-23 08:00:00,2024-01-23,8,1,Tuesday,0,1,Suburb-East,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,4633,4.2,0
2024-01-23 08:00:00,2024-01-23,8,1,Tuesday,0,1,Uptown,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,1678,3.3,0
2024-01-23 08:00:00,2024-01-23,8,1,Tuesday,0,1,Midtown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,1615,-0.2,0
2024-01-23 09:00:00,2024-01-23,9,1,Tuesday,0,1,Suburb-West,Standalone,Latte,Hot,4.0,3.0,12.0,3707,22.0,0
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Downtown,Mall,Hot Chocolate,Hot,3.5,2.0,7.0,3765,2.1,0
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Suburb-West,Mall,Cappuccino,Hot,4.5,1.0,4.5,3651,3.8,1
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Uptown,Mall,Espresso,Hot,3.0,1.0,3.0,1523,-0.6,0
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Uptown,Mall,Espresso,Hot,3.0,2.0,6.0,4648,6.4,0
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Uptown,Standalone,Iced Latte,Cold,4.5,3.0,13.5,4778,10.6,0
2024-01-23 10:00:00,2024-01-23,10,1,Tuesday,0,1,Suburb-West,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,4598,9.6,1
2024-01-23 11:00:00,2024-01-23,11,1,Tuesday,0,1,Midtown,Standalone,Latte,Hot,4.0,2.0,8.0,1887,29.3,0
2024-01-23 11:00:00,2024-01-23,11,1,Tuesday,0,1,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,1.0,4.5,1898,20.9,1
2024-01-23 11:00:00,2024-01-23,11,1,Tuesday,0,1,Uptown,Standalone,Cappuccino,Hot,4.5,3.0,13.5,3552,17.2,0
2024-01-23 11:00:00,2024-01-23,11,1,Tuesday,0,1,Uptown,Drive-Thru,Frappuccino,Cold,5.0,1.0,5.0,4777,15.4,0
2024-01-23 12:00:00,2024-01-23,12,1,Tuesday,0,1,Downtown,Mall,Cold Brew,Cold,4.0,2.0,8.0,2549,23.3,0
2024-01-23 12:00:00,2024-01-23,12,1,Tuesday,0,1,Downtown,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,3141,19.2,1
2024-01-23 12:00:00,2024-01-23,12,1,Tuesday,0,1,Suburb-East,Standalone,Cappuccino,Hot,4.5,1.0,4.5,3480,20.7,0
2024-01-23 12:00:00,2024-01-23,12,1,Tuesday,0,1,Suburb-West,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,4595,13.6,1
2024-01-23 13:00:00,2024-01-23,13,1,Tuesday,0,1,Downtown,Drive-Thru,Latte,Hot,4.0,2.0,8.0,2975,13.4,0
2024-01-23 13:00:00,2024-01-23,13,1,Tuesday,0,1,Suburb-West,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,4673,9.1,1
2024-01-23 13:00:00,2024-01-23,13,1,Tuesday,0,1,Suburb-East,Drive-Thru,Tea,Hot,2.5,1.0,2.5,2517,20.2,1
2024-01-23 13:00:00,2024-01-23,13,1,Tuesday,0,1,Suburb-West,Standalone,Tea,Hot,2.5,2.0,5.0,1939,22.4,1
2024-01-23 14:00:00,2024-01-23,14,1,Tuesday,0,1,Suburb-East,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,3412,5.4,1
2024-01-23 14:00:00,2024-01-23,14,1,Tuesday,0,1,Suburb-West,Standalone,Latte,Hot,4.0,2.0,8.0,2742,18.5,0
2024-01-23 15:00:00,2024-01-23,15,1,Tuesday,0,1,Uptown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,2160,-12.5,0
2024-01-23 15:00:00,2024-01-23,15,1,Tuesday,0,1,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,1774,22.0,0
2024-01-23 16:00:00,2024-01-23,16,1,Tuesday,0,1,Downtown,Drive-Thru,Latte,Hot,4.0,2.0,8.0,3128,5.1,0
2024-01-23 16:00:00,2024-01-23,16,1,Tuesday,0,1,Uptown,Mall,Frappuccino,Cold,5.0,2.0,10.0,2674,3.8,0
2024-01-23 16:00:00,2024-01-23,16,1,Tuesday,0,1,Suburb-East,Standalone,Iced Latte,Cold,4.5,2.0,9.0,2070,8.2,1
2024-01-23 16:00:00,2024-01-23,16,1,Tuesday,0,1,Suburb-West,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,3506,5.5,0
2024-01-23 17:00:00,2024-01-23,17,1,Tuesday,0,1,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,2692,8.7,0
2024-01-23 17:00:00,2024-01-23,17,1,Tuesday,0,1,Suburb-East,Standalone,Cappuccino,Hot,4.5,2.0,9.0,2516,12.7,0
2024-01-23 17:00:00,2024-01-23,17,1,Tuesday,0,1,Midtown,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,3366,25.1,0
2024-01-23 17:00:00,2024-01-23,17,1,Tuesday,0,1,Suburb-East,Mall,Cappuccino,Hot,4.5,1.0,4.5,4502,24.0,1
2024-01-23 17:00:00,2024-01-23,17,1,Tuesday,0,1,Uptown,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,4207,14.1,0
2024-01-23 18:00:00,2024-01-23,18,1,Tuesday,0,1,Downtown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,3082,24.0,0
2024-01-23 18:00:00,2024-01-23,18,1,Tuesday,0,1,Suburb-West,Drive-Thru,Espresso,Hot,3.0,3.0,9.0,1658,17.0,0
2024-01-23 18:00:00,2024-01-23,18,1,Tuesday,0,1,Downtown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,4372,-1.5,0
2024-01-23 19:00:00,2024-01-23,19,1,Tuesday,0,1,Suburb-East,Standalone,Latte,Hot,4.0,3.0,12.0,1262,-6.1,0
2024-01-23 20:00:00,2024-01-23,20,1,Tuesday,0,1,Downtown,Standalone,Espresso,Hot,3.0,2.0,6.0,3967,26.4,0
2024-01-23 20:00:00,2024-01-23,20,1,Tuesday,0,1,Suburb-West,Mall,Iced Latte,Cold,4.5,3.0,13.5,3914,3.4,1
2024-01-23 20:00:00,2024-01-23,20,1,Tuesday,0,1,Uptown,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,2798,2.4,0
2024-01-23 20:00:00,2024-01-23,20,1,Tuesday,0,1,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,1797,3.1,0
2024-01-23 20:00:00,2024-01-23,20,1,Tuesday,0,1,Suburb-West,Mall,Cold Brew,Cold,4.0,2.0,8.0,3519,10.2,0
2024-01-24 06:00:00,2024-01-24,6,2,Wednesday,0,1,Midtown,Mall,Cold Brew,Cold,4.0,2.0,8.0,3682,19.0,0
2024-01-24 07:00:00,2024-01-24,7,2,Wednesday,0,1,Downtown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,4193,3.4,0
2024-01-24 07:00:00,2024-01-24,7,2,Wednesday,0,1,Suburb-East,Mall,Tea,Hot,2.5,2.0,5.0,3400,18.5,0
2024-01-24 08:00:00,2024-01-24,8,2,Wednesday,0,1,Downtown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,3251,-0.1,0
2024-01-24 08:00:00,2024-01-24,8,2,Wednesday,0,1,Suburb-West,Standalone,Frappuccino,Cold,5.0,3.0,15.0,2423,17.0,1
2024-01-24 08:00:00,2024-01-24,8,2,Wednesday,0,1,Uptown,Drive-Thru,Cold Brew,Cold,4.0,2.0,8.0,2862,8.4,1
2024-01-24 08:00:00,2024-01-24,8,2,Wednesday,0,1,Downtown,Mall,Iced Latte,Cold,4.5,3.0,13.5,1716,23.1,0
2024-01-24 09:00:00,2024-01-24,9,2,Wednesday,0,1,Suburb-West,Mall,Latte,Hot,4.0,1.0,4.0,3060,3.6,0
2024-01-24 10:00:00,2024-01-24,10,2,Wednesday,0,1,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,4588,14.6,0
2024-01-24 10:00:00,2024-01-24,10,2,Wednesday,0,1,Midtown,Standalone,Hot Chocolate,Hot,3.5,1.0,3.5,4956,19.8,0
2024-01-24 11:00:00,2024-01-24,11,2,Wednesday,0,1,Uptown,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,4937,13.6,1
2024-01-24 11:00:00,2024-01-24,11,2,Wednesday,0,1,Suburb-East,Mall,Espresso,Hot,3.0,1.0,3.0,2974,29.0,0
2024-01-24 11:00:00,2024-01-24,11,2,Wednesday,0,1,Suburb-East,Standalone,Cold Brew,Cold,4.0,2.0,8.0,3772,2.8,1
2024-01-24 12:00:00,2024-01-24,12,2,Wednesday,0,1,Suburb-East,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,3115,17.6,0
2024-01-24 12:00:00,2024-01-24,12,2,Wednesday,0,1,Midtown,Drive-Thru,Cold Brew,Cold,4.0,2.0,8.0,2176,16.1,0
2024-01-24 12:00:00,2024-01-24,12,2,Wednesday,0,1,Midtown,Standalone,Latte,Hot,4.0,3.0,12.0,3271,9.0,1
2024-01-24 13:00:00,2024-01-24,13,2,Wednesday,0,1,Midtown,Standalone,Frappuccino,Cold,5.0,3.0,15.0,1895,5.0,1
2024-01-24 14:00:00,2024-01-24,14,2,Wednesday,0,1,Uptown,Mall,Cold Brew,Cold,4.0,1.0,4.0,3043,16.2,1
2024-01-24 14:00:00,2024-01-24,14,2,Wednesday,0,1,Uptown,Mall,Iced Latte,Cold,4.5,3.0,13.5,1846,23.3,0
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Suburb-West,Mall,Frappuccino,Cold,5.0,3.0,15.0,1638,1.6,1
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Downtown,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,3514,14.1,0
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Downtown,Standalone,Hot Chocolate,Hot,3.5,3.0,10.5,2520,6.9,0
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,3010,19.6,0
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Midtown,Mall,Tea,Hot,2.5,3.0,7.5,1909,25.2,1
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Downtown,Mall,Tea,Hot,2.5,1.0,2.5,2959,23.5,1
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Suburb-West,Mall,Frappuccino,Cold,5.0,3.0,15.0,2612,7.0,1
2024-01-24 15:00:00,2024-01-24,15,2,Wednesday,0,1,Suburb-East,Standalone,Latte,Hot,4.0,2.0,8.0,3860,-19.3,0
2024-01-24 16:00:00,2024-01-24,16,2,Wednesday,0,1,Downtown,Drive-Thru,Espresso,Hot,3.0,3.0,9.0,3761,5.6,0
2024-01-24 16:00:00,2024-01-24,16,2,Wednesday,0,1,Downtown,Standalone,Frappuccino,Cold,5.0,2.0,10.0,2481,20.6,0
2024-01-24 16:00:00,2024-01-24,16,2,Wednesday,0,1,Uptown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,1971,4.8,0
2024-01-24 17:00:00,2024-01-24,17,2,Wednesday,0,1,Midtown,Mall,Frappuccino,Cold,5.0,2.0,10.0,1753,11.5,0
2024-01-24 17:00:00,2024-01-24,17,2,Wednesday,0,1,Suburb-East,Standalone,Frappuccino,Cold,5.0,3.0,15.0,2495,17.5,1
2024-01-24 18:00:00,2024-01-24,18,2,Wednesday,0,1,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,3340,16.0,0
2024-01-24 18:00:00,2024-01-24,18,2,Wednesday,0,1,Uptown,Mall,Latte,Hot,4.0,3.0,12.0,3952,16.4,0
2024-01-24 19:00:00,2024-01-24,19,2,Wednesday,0,1,Suburb-West,Mall,Tea,Hot,2.5,1.0,2.5,4507,9.3,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Uptown,Standalone,Hot Chocolate,Hot,3.5,1.0,3.5,4300,21.8,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,4658,13.0,1
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Suburb-West,Standalone,Frappuccino,Cold,5.0,2.0,10.0,4216,27.6,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Suburb-West,Mall,Espresso,Hot,3.0,3.0,9.0,2631,25.7,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Downtown,Drive-Thru,Cold Brew,Cold,4.0,2.0,8.0,4333,6.2,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Downtown,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,4049,11.8,0
2024-01-24 20:00:00,2024-01-24,20,2,Wednesday,0,1,Midtown,Mall,Iced Latte,Cold,4.5,2.0,9.0,2409,12.1,0
2024-01-25 06:00:00,2024-01-25,6,3,Thursday,0,1,Midtown,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,3362,17.4,0
2024-01-25 06:00:00,2024-01-25,6,3,Thursday,0,1,Suburb-West,Standalone,Cappuccino,Hot,4.5,1.0,4.5,4196,12.5,0
2024-01-25 06:00:00,2024-01-25,6,3,Thursday,0,1,Suburb-West,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,4173,11.9,1
2024-01-25 06:00:00,2024-01-25,6,3,Thursday,0,1,Suburb-East,Mall,Iced Latte,Cold,4.5,3.0,13.5,2899,4.0,0
2024-01-25 07:00:00,2024-01-25,7,3,Thursday,0,1,Uptown,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,2727,3.6,0
2024-01-25 07:00:00,2024-01-25,7,3,Thursday,0,1,Suburb-East,Mall,Latte,Hot,4.0,1.0,4.0,1324,7.9,0
2024-01-25 07:00:00,2024-01-25,7,3,Thursday,0,1,Midtown,Standalone,Frappuccino,Cold,5.0,2.0,10.0,3674,2.5,0
2024-01-25 07:00:00,2024-01-25,7,3,Thursday,0,1,Suburb-West,Standalone,Tea,Hot,2.5,3.0,7.5,2111,3.4,1
2024-01-25 07:00:00,2024-01-25,7,3,Thursday,0,1,Suburb-West,Mall,Hot Chocolate,Hot,3.5,2.0,7.0,2695,3.0,0
2024-01-25 08:00:00,2024-01-25,8,3,Thursday,0,1,Uptown,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,3711,-7.0,0
2024-01-25 09:00:00,2024-01-25,9,3,Thursday,0,1,Downtown,Mall,Cold Brew,Cold,4.0,2.0,8.0,1683,5.4,0
2024-01-25 09:00:00,2024-01-25,9,3,Thursday,0,1,Downtown,Standalone,Hot Chocolate,Hot,3.5,3.0,10.5,3246,-4.1,0
2024-01-25 09:00:00,2024-01-25,9,3,Thursday,0,1,Suburb-West,Mall,Latte,Hot,4.0,1.0,4.0,1425,-3.0,0
2024-01-25 10:00:00,2024-01-25,10,3,Thursday,0,1,Downtown,Drive-Thru,Tea,Hot,2.5,2.0,5.0,2267,12.0,0
2024-01-25 11:00:00,2024-01-25,11,3,Thursday,0,1,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,3566,12.9,0
2024-01-25 11:00:00,2024-01-25,11,3,Thursday,0,1,Uptown,Standalone,Espresso,Hot,3.0,2.0,6.0,1143,15.3,0
2024-01-25 12:00:00,2024-01-25,12,3,Thursday,0,1,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,4993,18.5,1
2024-01-25 12:00:00,2024-01-25,12,3,Thursday,0,1,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,1553,11.2,1
2024-01-25 13:00:00,2024-01-25,13,3,Thursday,0,1,Suburb-West,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,3420,9.0,0
2024-01-25 13:00:00,2024-01-25,13,3,Thursday,0,1,Suburb-West,Drive-Thru,Tea,Hot,2.5,1.0,2.5,3144,4.6,0
2024-01-25 13:00:00,2024-01-25,13,3,Thursday,0,1,Midtown,Mall,Frappuccino,Cold,5.0,2.0,10.0,2972,-0.9,0
2024-01-25 13:00:00,2024-01-25,13,3,Thursday,0,1,Suburb-East,Mall,Iced Latte,Cold,4.5,3.0,13.5,2498,11.7,0
2024-01-25 14:00:00,2024-01-25,14,3,Thursday,0,1,Midtown,Mall,Espresso,Hot,3.0,1.0,3.0,1000,-0.4,0
2024-01-25 14:00:00,2024-01-25,14,3,Thursday,0,1,Midtown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,2921,31.1,0
2024-01-25 15:00:00,2024-01-25,15,3,Thursday,0,1,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,2227,6.1,0
2024-01-25 15:00:00,2024-01-25,15,3,Thursday,0,1,Midtown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,4263,2.9,0
2024-01-25 15:00:00,2024-01-25,15,3,Thursday,0,1,Uptown,Standalone,Tea,Hot,2.5,2.0,5.0,4613,26.9,0
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Uptown,Standalone,Cappuccino,Hot,4.5,3.0,13.5,3928,11.0,1
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,2077,11.7,0
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Uptown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,2166,12.3,0
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Midtown,Mall,Tea,Hot,2.5,3.0,7.5,1770,7.8,1
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Uptown,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,1452,18.5,0
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Suburb-East,Mall,Iced Latte,Cold,4.5,1.0,4.5,3869,8.0,0
2024-01-25 16:00:00,2024-01-25,16,3,Thursday,0,1,Midtown,Drive-Thru,Espresso,Hot,3.0,2.0,6.0,1623,10.7,0
