datetime,store,store_type,product,category,unit_price,quantity,total_price,customer_id,temperature,is_loyalty
17/01/24 11:00,Downtown,Drive-Thru,Frappuccino,Cold,5,2,10,4934,26,0
17/01/24 12:00,Suburb-East,Mall,Latte,Hot,4,1,4,2378,-16.2,0
17/01/24 12:00,Uptown,Standalone,Tea,Hot,2.5,2,5,4243,-2.2,0
17/01/24 13:00,Midtown,Drive-Thru,Cappuccino,Hot,4.5,2,9,3896,-1.9,1
17/01/24 13:00,Suburb-West,Mall,Frappuccino,Cold,5,1,5,1914,11.4,0
17/01/24 13:00,Suburb-East,Mall,Iced Latte,Cold,4.5,1,4.5,4006,25.7,0
17/01/24 13:00,Uptown,Drive-Thru,Espresso,Hot,3,3,9,4886,12.5,1
17/01/24 13:00,Suburb-East,Drive-Thru,Espresso,Hot,3,3,9,1745,-8,0
17/01/24 14:00,Uptown,Standalone,Latte,Hot,4,2,8,4836,4.6,0
17/01/24 14:00,Downtown,Mall,Cold Brew,Cold,4,3,12,2420,-9.8,1
17/01/24 15:00,Downtown,Mall,Frappuccino,Cold,5,3,15,2829,17.5,0
17/01/24 15:00,Uptown,Mall,Latte,Hot,4,2,8,2435,-15.3,0
17/01/24 16:00,Downtown,Standalone,Espresso,Hot,3,1,3,2580,7.1,0
17/01/24 16:00,Uptown,Standalone,Tea,Hot,2.5,1,2.5,3019,36.4,1
17/01/24 16:00,Suburb-West,Drive-Thru,Tea,Hot,2.5,3,7.5,1415,-5,1
17/01/24 16:00,Uptown,Mall,Cappuccino,Hot,4.5,3,13.5,2848,12.7,0
17/01/24 16:00,Midtown,Mall,Espresso,Hot,3,2,6,2305,27.7,0
17/01/24 17:00,Downtown,Mall,Frappuccino,Cold,5,1,5,1696,6.4,1
17/01/24 17:00,Downtown,Drive-Thru,Latte,Hot,4,2,8,2384,29.7,0
17/01/24 18:00,Suburb-East,Mall,Espresso,Hot,3,2,6,2766,-7.7,1
17/01/24 18:00,Suburb-West,Standalone,Tea,Hot,2.5,2,5,1643,22.6,0
17/01/24 18:00,Uptown,Drive-Thru,Cold Brew,Cold,4,3,12,2676,16.4,0
17/01/24 18:00,Suburb-West,Mall,Iced Latte,Cold,4.5,3,13.5,3705,2.7,0
17/01/24 19:00,Downtown,Standalone,Espresso,Hot,3,3,9,2609,14.1,0
17/01/24 19:00,Uptown,Mall,Espresso,Hot,3,1,3,2477,24.9,0
17/01/24 19:00,Midtown,Mall,Hot Chocolate,Hot,3.5,3,10.5,1817,8,0
17/01/24 19:00,Uptown,Mall,Iced Latte,Cold,4.5,1,4.5,1335,8.5,0
17/01/24 19:00,Midtown,Drive-Thru,Tea,Hot,2.5,1,2.5,2928,-3.8,0
17/01/24 19:00,Midtown,Mall,Latte,Hot,4,3,12,3629,19.6,0
17/01/24 20:00,Midtown,Mall,Tea,Hot,2.5,3,7.5,2513,16.6,0
17/01/24 20:00,Midtown,Standalone,Hot Chocolate,Hot,3.5,2,7,2904,11.9,0
18/01/24 06:00,Suburb-West,Drive-Thru,Espresso,Hot,3,2,6,1619,20.8,1
18/01/24 06:00,Downtown,Drive-Thru,Latte,Hot,4,1,4,3736,14.9,0
18/01/24 06:00,Suburb-East,Standalone,Cold Brew,Cold,4,3,12,3267,19.5,0
18/01/24 06:00,Suburb-West,Standalone,Tea,Hot,2.5,3,7.5,4955,15.1,0
18/01/24 09:00,Suburb-West,Standalone,Cold Brew,Cold,4,1,4,2950,18,0
18/01/24 09:00,Downtown,Standalone,Cappuccino,Hot,4.5,1,4.5,1492,17.5,1
18/01/24 10:00,Uptown,Mall,Cappuccino,Hot,4.5,1,4.5,4981,0.4,0
18/01/24 10:00,Uptown,Drive-Thru,Espresso,Hot,3,2,6,2734,19.8,0
18/01/24 10:00,Suburb-East,Drive-Thru,Cold Brew,Cold,4,3,12,4369,8.1,0
18/01/24 11:00,Midtown,Mall,Frappuccino,Cold,5,1,5,4730,4.5,1
18/01/24 11:00,Downtown,Standalone,Tea,Hot,2.5,3,7.5,3278,-8.9,0
18/01/24 11:00,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,1,3.5,4756,12.1,1
18/01/24 12:00,Suburb-West,Mall,Tea,Hot,2.5,2,5,1460,19.8,0
18/01/24 12:00,Suburb-West,Mall,Latte,Hot,4,3,12,4788,22.4,0
18/01/24 12:00,Midtown,Standalone,Frappuccino,Cold,5,2,10,4595,18.7,0
18/01/24 13:00,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,1,3.5,1153,3.7,0
18/01/24 13:00,Uptown,Standalone,Tea,Hot,2.5,2,5,1158,10.6,0
18/01/24 13:00,Uptown,Standalone,Espresso,Hot,3,1,3,4054,12.8,0
18/01/24 13:00,Midtown,Standalone,Espresso,Hot,3,3,9,2383,1.5,1
18/01/24 13:00,Midtown,Drive-Thru,Iced Latte,Cold,4.5,1,4.5,4452,13.4,0
18/01/24 14:00,Downtown,Drive-Thru,Cold Brew,Cold,4,2,8,1550,18.4,0
18/01/24 14:00,Suburb-East,Drive-Thru,Frappuccino,Cold,5,3,15,2103,15.6,1
18/01/24 14:00,Downtown,Standalone,Cold Brew,Cold,4,2,8,2809,-0.1,0
18/01/24 14:00,Suburb-East,Mall,Frappuccino,Cold,5,3,15,4362,11.7,0
18/01/24 14:00,Downtown,Mall,Iced Latte,Cold,4.5,3,13.5,3906,3,0
18/01/24 14:00,Suburb-West,Mall,Espresso,Hot,3,3,9,1711,25.6,0
18/01/24 15:00,Downtown,Standalone,Cold Brew,Cold,4,2,8,1135,0.4,0
18/01/24 16:00,Uptown,Drive-Thru,Iced Latte,Cold,4.5,1,4.5,2508,19.4,1
18/01/24 17:00,Suburb-East,Standalone,Latte,Hot,4,2,8,3790,6.7,0
18/01/24 18:00,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,1,3.5,1727,11.6,1
18/01/24 19:00,Suburb-West,Standalone,Frappuccino,Cold,5,1,5,2410,5.2,0
18/01/24 19:00,Downtown,Mall,Iced Latte,Cold,4.5,2,9,1112,18.7,0
18/01/24 19:00,Suburb-West,Mall,Cold Brew,Cold,4,3,12,4510,8.9,0
18/01/24 19:00,Uptown,Mall,Iced Latte,Cold,4.5,2,9,3668,16.4,0
18/01/24 20:00,Downtown,Mall,Hot Chocolate,Hot,3.5,2,7,4733,10.8,0
18/01/24 20:00,Suburb-West,Standalone,Espresso,Hot,3,3,9,1916,4.5,0
19/01/24 06:00,Midtown,Standalone,Tea,Hot,2.5,3,7.5,4667,11.9,0
19/01/24 06:00,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,3,13.5,1893,10.7,0
19/01/24 06:00,Suburb-West,Drive-Thru,Tea,Hot,2.5,1,2.5,3394,14,0
19/01/24 07:00,Midtown,Standalone,Iced Latte,Cold,4.5,2,9,2222,11.6,0
19/01/24 07:00,Downtown,Standalone,Frappuccino,Cold,5,3,15,2132,-18.3,0
19/01/24 07:00,Midtown,Mall,Iced Latte,Cold,4.5,3,13.5,1771,10.2,0
19/01/24 07:00,Downtown,Mall,Tea,Hot,2.5,2,5,3705,22.7,0
19/01/24 09:00,Downtown,Standalone,Hot Chocolate,Hot,3.5,2,7,2210,16.3,0
19/01/24 09:00,Suburb-East,Drive-Thru,Tea,Hot,2.5,1,2.5,4017,6.3,0
19/01/24 09:00,Suburb-West,Mall,Cold Brew,Cold,4,2,8,2405,31,1
19/01/24 10:00,Suburb-West,Standalone,Hot Chocolate,Hot,3.5,3,10.5,4713,13.7,1
19/01/24 10:00,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2,9,4462,4.1,0
19/01/24 10:00,Suburb-West,Mall,Cappuccino,Hot,4.5,1,4.5,2203,6.6,0
19/01/24 11:00,Midtown,Standalone,Cappuccino,Hot,4.5,3,13.5,4878,29.6,0
19/01/24 12:00,Downtown,Standalone,Cold Brew,Cold,4,2,8,2455,12.3,0
19/01/24 13:00,Suburb-East,Standalone,Frappuccino,Cold,5,2,10,2522,24.8,0
19/01/24 13:00,Suburb-East,Drive-Thru,Latte,Hot,4,2,8,2927,7.8,0
19/01/24 14:00,Suburb-West,Drive-Thru,Latte,Hot,4,3,12,2934,-16.4,1
19/01/24 14:00,Downtown,Mall,Tea,Hot,2.5,1,2.5,3170,10.2,0
19/01/24 14:00,Uptown,Drive-Thru,Cappuccino,Hot,4.5,2,9,1820,15.5,0
19/01/24 15:00,Suburb-East,Mall,Cappuccino,Hot,4.5,2,9,2295,12.3,1
19/01/24 15:00,Downtown,Mall,Hot Chocolate,Hot,3.5,2,7,2362,21,0
19/01/24 15:00,Midtown,Mall,Espresso,Hot,3,3,9,1019,-5.2,0
19/01/24 16:00,Uptown,Mall,Cappuccino,Hot,4.5,1,4.5,3005,-3.5,1
19/01/24 16:00,Uptown,Standalone,Tea,Hot,2.5,1,2.5,3594,1.5,0
19/01/24 17:00,Suburb-East,Mall,Tea,Hot,2.5,3,7.5,1019,17.3,0
19/01/24 17:00,Midtown,Drive-Thru,Espresso,Hot,3,1,3,4653,-5.5,0
19/01/24 17:00,Uptown,Drive-Thru,Espresso,Hot,3,1,3,3771,17.9,0
19/01/24 17:00,Uptown,Standalone,Cold Brew,Cold,4,2,8,3840,13.1,1
19/01/24 17:00,Uptown,Standalone,Latte,Hot,4,2,8,2571,11.5,0
19/01/24 17:00,Uptown,Standalone,Latte,Hot,4,1,4,4374,8.2,0
19/01/24 18:00,Suburb-East,Mall,Frappuccino,Cold,5,2,10,2776,26.6,1
19/01/24 18:00,Midtown,Mall,Hot Chocolate,Hot,3.5,3,10.5,2471,-2.6,1
19/01/24 18:00,Suburb-East,Mall,Espresso,Hot,3,3,9,1935,3.8,0
19/01/24 19:00,Uptown,Mall,Espresso,Hot,3,3,9,3415,10.2,0
19/01/24 19:00,Midtown,Standalone,Espresso,Hot,3,3,9,2536,13.8,1
19/01/24 19:00,Suburb-West,Drive-Thru,Espresso,Hot,3,3,9,3432,-1.7,1
19/01/24 20:00,Downtown,Standalone,Espresso,Hot,3,3,9,1197,18.5,0
19/01/24 20:00,Suburb-East,Standalone,Tea,Hot,2.5,3,7.5,1506,6.8,0
19/01/24 20:00,Uptown,Mall,Cold Brew,Cold,4,1,4,3847,11.5,0
20/01/24 06:00,Midtown,Drive-Thru,Tea,Hot,2.5,1,2.5,3710,10.4,0
20/01/24 06:00,Midtown,Mall,Cappuccino,Hot,4.5,3,13.5,2715,15.8,1
20/01/24 06:00,Suburb-West,Mall,Latte,Hot,4,1,4,2157,16.5,0
20/01/24 07:00,Suburb-East,Standalone,Cold Brew,Cold,4,3,12,3494,11.8,0
20/01/24 07:00,Suburb-West,Standalone,Cold Brew,Cold,4,2,8,2466,9.4,1
20/01/24 07:00,Uptown,Mall,Espresso,Hot,3,1,3,3245,21.2,0
20/01/24 08:00,Suburb-East,Drive-Thru,Frappuccino,Cold,5,3,15,1960,14.5,0
20/01/24 09:00,Downtown,Standalone,Latte,Hot,4,3,12,4421,13.7,0
20/01/24 09:00,Uptown,Drive-Thru,Latte,Hot,4,3,12,4192,10.5,0
20/01/24 10:00,Downtown,Standalone,Iced Latte,Cold,4.5,2,9,3639,13.3,0
20/01/24 10:00,Midtown,Mall,Hot Chocolate,Hot,3.5,2,7,1205,14.3,0
20/01/24 10:00,Downtown,Standalone,Iced Latte,Cold,4.5,3,13.5,2475,10.2,1
20/01/24 11:00,Suburb-East,Mall,Latte,Hot,4,3,12,1389,0.4,1
20/01/24 11:00,Downtown,Standalone,Cappuccino,Hot,4.5,2,9,3717,14.7,0
20/01/24 11:00,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,2,7,4912,13.1,0
20/01/24 11:00,Downtown,Mall,Frappuccino,Cold,5,1,5,4338,20.5,0
20/01/24 13:00,Suburb-East,Standalone,Tea,Hot,2.5,2,5,4941,18.8,0
20/01/24 13:00,Suburb-East,Mall,Tea,Hot,2.5,3,7.5,3657,5.5,1
20/01/24 13:00,Downtown,Mall,Cappuccino,Hot,4.5,2,9,3851,5.6,1
20/01/24 14:00,Downtown,Drive-Thru,Tea,Hot,2.5,1,2.5,4732,9.3,0
20/01/24 14:00,Suburb-East,Standalone,Cappuccino,Hot,4.5,2,9,3503,17.4,0
20/01/24 15:00,Suburb-West,Drive-Thru,Espresso,Hot,3,1,3,4533,8.2,0
20/01/24 16:00,Uptown,Standalone,Hot Chocolate,Hot,3.5,2,7,4769,-8.7,0
20/01/24 16:00,Suburb-East,Standalone,Espresso,Hot,3,2,6,1259,20.1,0
20/01/24 17:00,Downtown,Standalone,Cold Brew,Cold,4,3,12,4914,5.9,0
20/01/24 17:00,Suburb-West,Mall,Latte,Hot,4,1,4,2772,16.9,0
20/01/24 17:00,Suburb-East,Standalone,Frappuccino,Cold,5,1,5,3718,14.9,0
20/01/24 17:00,Uptown,Mall,Espresso,Hot,3,1,3,1047,27,0
20/01/24 17:00,Suburb-West,Mall,Hot Chocolate,Hot,3.5,3,10.5,4489,19.3,0
20/01/24 17:00,Downtown,Standalone,Hot Chocolate,Hot,3.5,1,3.5,2313,5.3,0
20/01/24 17:00,Downtown,Standalone,Cold Brew,Cold,4,3,12,3254,8.1,0
20/01/24 17:00,Uptown,Drive-Thru,Latte,Hot,4,3,12,2880,19.2,0
20/01/24 18:00,Suburb-East,Standalone,Latte,Hot,4,1,4,4508,1.4,0
20/01/24 18:00,Downtown,Mall,Hot Chocolate,Hot,3.5,3,10.5,4052,-0.3,0
20/01/24 20:00,Suburb-East,Mall,Tea,Hot,2.5,3,7.5,1146,14.4,0
20/01/24 20:00,Downtown,Mall,Iced Latte,Cold,4.5,1,4.5,4645,14,0
20/01/24 20:00,Suburb-East,Mall,Frappuccino,Cold,5,2,10,2488,3.5,1
20/01/24 20:00,Suburb-East,Drive-Thru,Frappuccino,Cold,5,3,15,3294,22.1,1
21/01/24 06:00,Suburb-East,Mall,Frappuccino,Cold,5,3,15,3932,8.3,0
21/01/24 06:00,Uptown,Drive-Thru,Espresso,Hot,3,1,3,2398,16.7,0
21/01/24 07:00,Midtown,Mall,Frappuccino,Cold,5,1,5,3875,8.3,0
21/01/24 08:00,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,1,4.5,4366,4.5,1
21/01/24 08:00,Suburb-East,Mall,Latte,Hot,4,1,4,2041,19.9,0
21/01/24 09:00,Downtown,Mall,Tea,Hot,2.5,2,5,1883,8.4,0
21/01/24 10:00,Midtown,Drive-Thru,Latte,Hot,4,3,12,4101,5.4,0
21/01/24 10:00,Suburb-West,Standalone,Latte,Hot,4,3,12,4162,-1.4,1
21/01/24 10:00,Suburb-West,Drive-Thru,Cappuccino,Hot,4.5,3,13.5,4947,4,0
21/01/24 10:00,Downtown,Drive-Thru,Tea,Hot,2.5,1,2.5,4435,24.2,0
21/01/24 10:00,Uptown,Mall,Cappuccino,Hot,4.5,1,4.5,3992,-2.9,1
21/01/24 10:00,Suburb-East,Standalone,Frappuccino,Cold,5,2,10,3064,-8,1
21/01/24 10:00,Suburb-West,Standalone,Cold Brew,Cold,4,2,8,2120,-7.5,0
21/01/24 11:00,Midtown,Standalone,Hot Chocolate,Hot,3.5,1,3.5,4296,11.3,0
21/01/24 11:00,Suburb-West,Standalone,Iced Latte,Cold,4.5,2,9,4453,17.1,1
21/01/24 11:00,Suburb-West,Drive-Thru,Cold Brew,Cold,4,3,12,1822,19.6,0
21/01/24 11:00,Midtown,Drive-Thru,Frappuccino,Cold,5,1,5,4773,20.8,0
21/01/24 11:00,Uptown,Standalone,Frappuccino,Cold,5,3,15,3909,20,0
21/01/24 12:00,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,1,3.5,3387,5.8,0
21/01/24 12:00,Suburb-East,Mall,Iced Latte,Cold,4.5,3,13.5,4594,16.8,1
21/01/24 13:00,Suburb-West,Mall,Latte,Hot,4,2,8,1103,14.4,0
21/01/24 14:00,Downtown,Mall,Cold Brew,Cold,4,2,8,2093,17.8,1
21/01/24 14:00,Midtown,Drive-Thru,Iced Latte,Cold,4.5,1,4.5,1599,9.4,1
21/01/24 14:00,Midtown,Standalone,Cold Brew,Cold,4,3,12,4086,14.5,0
21/01/24 14:00,Suburb-East,Drive-Thru,Latte,Hot,4,1,4,3523,11.9,1
21/01/24 14:00,Suburb-West,Standalone,Cold Brew,Cold,4,1,4,4040,23.2,0
21/01/24 15:00,Uptown,Standalone,Iced Latte,Cold,4.5,1,4.5,3838,11.9,0
21/01/24 15:00,Suburb-East,Drive-Thru,Tea,Hot,2.5,3,7.5,4918,12.3,1
21/01/24 15:00,Midtown,Mall,Espresso,Hot,3,3,9,1053,19.7,1
21/01/24 16:00,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,2,7,4399,4.4,0
21/01/24 17:00,Midtown,Mall,Cold Brew,Cold,4,1,4,4179,-7.8,1
21/01/24 17:00,Midtown,Mall,Hot Chocolate,Hot,3.5,3,10.5,1726,14.1,1
21/01/24 17:00,Uptown,Standalone,Cappuccino,Hot,4.5,1,4.5,4010,22.5,0
21/01/24 17:00,Downtown,Mall,Tea,Hot,2.5,1,2.5,2143,-5.2,0
21/01/24 18:00,Uptown,Drive-Thru,Iced Latte,Cold,4.5,2,9,1023,28.1,0
21/01/24 18:00,Uptown,Drive-Thru,Espresso,Hot,3,1,3,1629,3.4,1
21/01/24 18:00,Downtown,Drive-Thru,Iced Latte,Cold,4.5,3,13.5,3009,8.4,1
21/01/24 18:00,Midtown,Drive-Thru,Latte,Hot,4,1,4,4211,4.5,1
21/01/24 19:00,Uptown,Drive-Thru,Cappuccino,Hot,4.5,2,9,3132,14.2,0
21/01/24 19:00,Uptown,Mall,Tea,Hot,2.5,1,2.5,3224,8.3,0
21/01/24 19:00,Midtown,Standalone,Cold Brew,Cold,4,1,4,4618,9.7,0
21/01/24 19:00,Midtown,Drive-Thru,Frappuccino,Cold,5,2,10,2202,7.3,0
21/01/24 20:00,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,2,7,3299,-3.4,1
21/01/24 20:00,Downtown,Mall,Latte,Hot,4,1,4,3739,12.4,0
22/01/24 06:00,Suburb-West,Standalone,Cold Brew,Cold,4,3,12,4927,9.2,0
22/01/24 06:00,Suburb-East,Drive-Thru,Latte,Hot,4,2,8,2580,-4.5,0
22/01/24 07:00,Midtown,Standalone,Espresso,Hot,3,1,3,4732,27.7,0
22/01/24 07:00,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,3,10.5,2993,3.7,0
22/01/24 07:00,Uptown,Mall,Frappuccino,Cold,5,3,15,3104,-3,0
22/01/24 07:00,Uptown,Drive-Thru,Espresso,Hot,3,2,6,3567,18.3,0
22/01/24 08:00,Uptown,Drive-Thru,Tea,Hot,2.5,2,5,4422,-1.2,0
22/01/24 08:00,Suburb-East,Mall,Latte,Hot,4,2,8,4059,0.8,0
22/01/24 08:00,Suburb-East,Mall,Frappuccino,Cold,5,1,5,1155,31.6,0
22/01/24 08:00,Uptown,Mall,Iced Latte,Cold,4.5,3,13.5,3285,0.2,0
22/01/24 09:00,Midtown,Standalone,Tea,Hot,2.5,1,2.5,2589,10.4,0
22/01/24 09:00,Suburb-East,Mall,Frappuccino,Cold,5,1,5,1069,7.4,0
22/01/24 09:00,Suburb-West,Mall,Espresso,Hot,3,1,3,3627,15.7,1
22/01/24 09:00,Suburb-West,Standalone,Espresso,Hot,3,1,3,3870,9.4,1
22/01/24 09:00,Suburb-West,Standalone,Latte,Hot,4,1,4,2187,24.2,1
22/01/24 10:00,Suburb-West,Standalone,Latte,Hot,4,3,12,2153,17,1
22/01/24 10:00,Suburb-East,Standalone,Tea,Hot,2.5,1,2.5,4367,8.7,0
22/01/24 10:00,Uptown,Drive-Thru,Cold Brew,Cold,4,3,12,1558,18.3,1
22/01/24 10:00,Midtown,Drive-Thru,Cappuccino,Hot,4.5,1,4.5,2220,-18.2,0
22/01/24 11:00,Midtown,Mall,Espresso,Hot,3,3,9,3267,15.8,1
22/01/24 11:00,Downtown,Standalone,Espresso,Hot,3,1,3,1020,0.3,0
22/01/24 11:00,Suburb-West,Drive-Thru,Latte,Hot,4,2,8,2248,-8.8,0
22/01/24 11:00,Midtown,Drive-Thru,Cold Brew,Cold,4,2,8,2690,26,1
22/01/24 11:00,Uptown,Standalone,Cappuccino,Hot,4.5,2,9,1753,26.3,0
22/01/24 12:00,Uptown,Drive-Thru,Latte,Hot,4,1,4,1742,19.8,0
22/01/24 12:00,Downtown,Standalone,Hot Chocolate,Hot,3.5,1,3.5,3640,2.5,0
22/01/24 12:00,Downtown,Drive-Thru,Iced Latte,Cold,4.5,1,4.5,1402,16,0
22/01/24 12:00,Suburb-East,Drive-Thru,Frappuccino,Cold,5,3,15,2462,4.1,0
22/01/24 12:00,Uptown,Mall,Latte,Hot,4,1,4,2167,5.8,0
22/01/24 12:00,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,2,7,2845,23.6,0
22/01/24 12:00,Midtown,Standalone,Cappuccino,Hot,4.5,3,13.5,3316,20.5,0
22/01/24 13:00,Suburb-East,Mall,Cappuccino,Hot,4.5,3,13.5,1019,14.4,0
22/01/24 13:00,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,2,9,4441,4.5,0
22/01/24 14:00,Midtown,Standalone,Hot Chocolate,Hot,3.5,2,7,2895,18.6,0
22/01/24 15:00,Suburb-East,Mall,Latte,Hot,4,2,8,1719,19.8,0
22/01/24 17:00,Midtown,Standalone,Cappuccino,Hot,4.5,1,4.5,4650,-0.1,0
22/01/24 17:00,Downtown,Drive-Thru,Latte,Hot,4,1,4,4654,18.6,0
22/01/24 18:00,Downtown,Mall,Tea,Hot,2.5,3,7.5,4150,19.6,0
22/01/24 18:00,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2,9,3226,-11.4,1
22/01/24 18:00,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,3,13.5,2498,15.3,0
22/01/24 19:00,Midtown,Mall,Cappuccino,Hot,4.5,3,13.5,2903,8.7,0
22/01/24 19:00,Suburb-East,Mall,Frappuccino,Cold,5,2,10,3056,13.3,0
22/01/24 19:00,Suburb-West,Standalone,Cappuccino,Hot,4.5,1,4.5,4101,17.1,0
22/01/24 20:00,Uptown,Drive-Thru,Cappuccino,Hot,4.5,3,13.5,3319,10.1,1
22/01/24 20:00,Uptown,Mall,Hot Chocolate,Hot,3.5,1,3.5,4846,-4,0
23/01/24 06:00,Suburb-East,Mall,Cold Brew,Cold,4,1,4,1257,10.1,0
23/01/24 06:00,Downtown,Standalone,Cold Brew,Cold,4,3,12,3121,15.6,1
23/01/24 06:00,Suburb-East,Mall,Hot Chocolate,Hot,3.5,3,10.5,4759,0.8,0
23/01/24 06:00,Downtown,Drive-Thru,Frappuccino,Cold,5,3,15,1422,25.9,1
23/01/24 06:00,Midtown,Mall,Iced Latte,Cold,4.5,1,4.5,3370,5.3,0
23/01/24 06:00,Suburb-East,Mall,Tea,Hot,2.5,2,5,2496,24.6,0
23/01/24 06:00,Suburb-West,Mall,Iced Latte,Cold,4.5,2,9,2541,11.6,1
23/01/24 07:00,Suburb-West,Standalone,Tea,Hot,2.5,1,2.5,2445,25.7,1
23/01/24 08:00,Suburb-East,Drive-Thru,Hot Chocolate,Hot,3.5,2,7,4633,4.2,0
23/01/24 08:00,Uptown,Drive-Thru,Hot Chocolate,Hot,3.5,1,3.5,1678,3.3,0
23/01/24 08:00,Midtown,Standalone,Cold Brew,Cold,4,3,12,1615,-0.2,0
23/01/24 09:00,Suburb-West,Standalone,Latte,Hot,4,3,12,3707,22,0
23/01/24 10:00,Downtown,Mall,Hot Chocolate,Hot,3.5,2,7,3765,2.1,0
23/01/24 10:00,Suburb-West,Mall,Cappuccino,Hot,4.5,1,4.5,3651,3.8,1
23/01/24 10:00,Uptown,Mall,Espresso,Hot,3,1,3,1523,-0.6,0
23/01/24 10:00,Uptown,Mall,Espresso,Hot,3,2,6,4648,6.4,0
23/01/24 10:00,Uptown,Standalone,Iced Latte,Cold,4.5,3,13.5,4778,10.6,0
23/01/24 10:00,Suburb-West,Drive-Thru,Espresso,Hot,3,1,3,4598,9.6,1
23/01/24 11:00,Midtown,Standalone,Latte,Hot,4,2,8,1887,29.3,0
23/01/24 11:00,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,1,4.5,1898,20.9,1
23/01/24 11:00,Uptown,Standalone,Cappuccino,Hot,4.5,3,13.5,3552,17.2,0
23/01/24 11:00,Uptown,Drive-Thru,Frappuccino,Cold,5,1,5,4777,15.4,0
23/01/24 12:00,Downtown,Mall,Cold Brew,Cold,4,2,8,2549,23.3,0
23/01/24 12:00,Downtown,Drive-Thru,Cold Brew,Cold,4,1,4,3141,19.2,1
23/01/24 12:00,Suburb-East,Standalone,Cappuccino,Hot,4.5,1,4.5,3480,20.7,0
23/01/24 12:00,Suburb-West,Drive-Thru,Espresso,Hot,3,1,3,4595,13.6,1
23/01/24 13:00,Downtown,Drive-Thru,Latte,Hot,4,2,8,2975,13.4,0
23/01/24 13:00,Suburb-West,Drive-Thru,Espresso,Hot,3,1,3,4673,9.1,1
23/01/24 13:00,Suburb-East,Drive-Thru,Tea,Hot,2.5,1,2.5,2517,20.2,1
23/01/24 13:00,Suburb-West,Standalone,Tea,Hot,2.5,2,5,1939,22.4,1
23/01/24 14:00,Suburb-East,Drive-Thru,Frappuccino,Cold,5,2,10,3412,5.4,1
23/01/24 14:00,Suburb-West,Standalone,Latte,Hot,4,2,8,2742,18.5,0
23/01/24 15:00,Uptown,Drive-Thru,Latte,Hot,4,1,4,2160,-12.5,0
23/01/24 15:00,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,2,9,1774,22,0
23/01/24 16:00,Downtown,Drive-Thru,Latte,Hot,4,2,8,3128,5.1,0
23/01/24 16:00,Uptown,Mall,Frappuccino,Cold,5,2,10,2674,3.8,0
23/01/24 16:00,Suburb-East,Standalone,Iced Latte,Cold,4.5,2,9,2070,8.2,1
23/01/24 16:00,Suburb-West,Drive-Thru,Frappuccino,Cold,5,3,15,3506,5.5,0
23/01/24 17:00,Suburb-East,Drive-Thru,Cold Brew,Cold,4,3,12,2692,8.7,0
23/01/24 17:00,Suburb-East,Standalone,Cappuccino,Hot,4.5,2,9,2516,12.7,0
23/01/24 17:00,Midtown,Drive-Thru,Iced Latte,Cold,4.5,1,4.5,3366,25.1,0
23/01/24 17:00,Suburb-East,Mall,Cappuccino,Hot,4.5,1,4.5,4502,24,1
23/01/24 17:00,Uptown,Mall,Hot Chocolate,Hot,3.5,1,3.5,4207,14.1,0
23/01/24 18:00,Downtown,Standalone,Cold Brew,Cold,4,3,12,3082,24,0
23/01/24 18:00,Suburb-West,Drive-Thru,Espresso,Hot,3,3,9,1658,17,0
23/01/24 18:00,Downtown,Drive-Thru,Latte,Hot,4,1,4,4372,-1.5,0
23/01/24 19:00,Suburb-East,Standalone,Latte,Hot,4,3,12,1262,-6.1,0
23/01/24 20:00,Downtown,Standalone,Espresso,Hot,3,2,6,3967,26.4,0
23/01/24 20:00,Suburb-West,Mall,Iced Latte,Cold,4.5,3,13.5,3914,3.4,1
23/01/24 20:00,Uptown,Drive-Thru,Hot Chocolate,Hot,3.5,1,3.5,2798,2.4,0
23/01/24 20:00,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2,9,1797,3.1,0
23/01/24 20:00,Suburb-West,Mall,Cold Brew,Cold,4,2,8,3519,10.2,0
24/01/24 06:00,Midtown,Mall,Cold Brew,Cold,4,2,8,3682,19,0
24/01/24 07:00,Downtown,Drive-Thru,Iced Latte,Cold,4.5,2,9,4193,3.4,0
24/01/24 07:00,Suburb-East,Mall,Tea,Hot,2.5,2,5,3400,18.5,0
24/01/24 08:00,Downtown,Drive-Thru,Latte,Hot,4,1,4,3251,-0.1,0
